,text,Tweet_tokenized,sentiment
2751,go sleep sleepi all  ,"['go', 'sleep', 'sleepi', 'all']",neutral
2752,love it  I wish half could even name web design ladi,"['love', 'it', 'I', 'wish', 'half', 'could', 'even', 'name', 'web', 'design', 'ladi']",neutral
2753,and I still recal help way back I struggl AR contest question   ,"['and', 'I', 'still', 'recal', 'help', 'way', 'back', 'I', 'struggl', 'AR', 'contest', 'question']",neutral
2754,had great weekend    ate much I think   I look forward trip hobart friday th    ,"['had', 'great', 'weekend', 'ate', 'much', 'I', 'think', 'I', 'look', 'forward', 'trip', 'hobart', 'friday', 'th']",neutral
2755,hush   stop tea,"['hush', 'stop', 'tea']",neutral
2756,im wear certain tye dye tshirt moment  miss  counterparts   ,"['im', 'wear', 'certain', 'tye', 'dye', 'tshirt', 'moment', 'miss', 'counterparts']",neutral
2757,gotcha   let  meet   the twitt cafe,"['gotcha', 'let', 'meet', 'the', 'twitt', 'cafe']",negative
2758,feel sick      oh well  reckon peopl bu cur me     anyways  nighti night all  ,"['feel', 'sick', 'oh', 'well', 'reckon', 'peopl', 'bu', 'cur', 'me', 'anyways', 'nighti', 'night', 'all']",neutral
2759,that didn t take long   A fragment bone heal major bone  reabsorb body  may need fix futur,"['that', 'didn', 't', 'take', 'long', 'A', 'fragment', 'bone', 'heal', 'major', 'bone', 'reabsorb', 'body', 'may', 'need', 'fix', 'futur']",neutral
2760,happi belat birthday hun   My net broke thi first chanc i v get online  luff yooooooo xxxxxxxx,"['happi', 'belat', 'birthday', 'hun', 'My', 'net', 'broke', 'thi', 'first', 'chanc', 'i', 'v', 'get', 'online', 'luff', 'yooooooo', 'xxxxxxxx']",neutral
2761,I     think     I read  strawberries  hard fav char comics  I like bad rabbit  stud  chic   sent kid,"['I', 'think', 'I', 'read', 'strawberries', 'hard', 'fav', 'char', 'comics', 'I', 'like', 'bad', 'rabbit', 'stud', 'chic', 'sent', 'kid']",neutral
2762,your support total,"['your', 'support', 'total']",neutral
2763, mari justin timberlak sooo funny  ,"['mari', 'justin', 'timberlak', 'sooo', 'funny']",negative
2764,get yer freak on it  monday  have great one  it  possibl great monday ,"['get', 'yer', 'freak', 'on', 'it', 'monday', 'have', 'great', 'one', 'it', 'possibl', 'great', 'monday']",neutral
2765,I manag stab piec bhuja  hot  course  roof mouth  blood everywher   well  least mouth ,"['I', 'manag', 'stab', 'piec', 'bhuja', 'hot', 'course', 'roof', 'mouth', 'blood', 'everywher', 'well', 'least', 'mouth']",neutral
2766,I love,"['I', 'love']",neutral
2767,steak burrito bowl right  I wish I wasn t lazi go downtown,"['steak', 'burrito', 'bowl', 'right', 'I', 'wish', 'I', 'wasn', 't', 'lazi', 'go', 'downtown']",neutral
2768,hahaha chivalry  dead  rare,"['hahaha', 'chivalry', 'dead', 'rare']",neutral
2769,awww holli she cute  hope let sing again ,"['awww', 'holli', 'she', 'cute', 'hope', 'let', 'sing', 'again']",neutral
2770,omg twin sister  fav song,"['omg', 'twin', 'sister', 'fav', 'song']",neutral
2771,move offic i m go miss hollywood ,"['move', 'offic', 'i', 'm', 'go', 'miss', 'hollywood']",neutral
2772,girl friend also drop,"['girl', 'friend', 'also', 'drop']",negative
2773,off wedding ,"['off', 'wedding']",neutral
2774,probabl not  kinda expens work  most peopl weekends  work ,"['probabl', 'not', 'kinda', 'expens', 'work', 'most', 'peopl', 'weekends', 'work']",neutral
2775,shame freud can t follow implic,"['shame', 'freud', 'can', 't', 'follow', 'implic']",neutral
2776,yes  pool open weekend,"['yes', 'pool', 'open', 'weekend']",neutral
2777,alon evening ,"['alon', 'evening']",neutral
2778,might still eat drink,"['might', 'still', 'eat', 'drink']",neutral
2779,farewel employe tonight   ,"['farewel', 'employe', 'tonight']",neutral
2780,everyon set  away  msn   nobodi talk   ,"['everyon', 'set', 'away', 'msn', 'nobodi', 'talk']",neutral
2781,skype u la nite,"['skype', 'u', 'la', 'nite']",neutral
2782,I like rio ferdinand   he  wear england jersey ,"['I', 'like', 'rio', 'ferdinand', 'he', 'wear', 'england', 'jersey']",negative
2783,truli sad    My cheap littl camcord shot craps     ,"['truli', 'sad', 'My', 'cheap', 'littl', 'camcord', 'shot', 'craps']",neutral
2784,sweet nk dream love,"['sweet', 'nk', 'dream', 'love']",neutral
2785,ob chri pine heehee   ,"['ob', 'chri', 'pine', 'heehee']",neutral
2786,fear crept it  alreadi dismissed  let thing right  coz time feel it  differ,"['fear', 'crept', 'it', 'alreadi', 'dismissed', 'let', 'thing', 'right', 'coz', 'time', 'feel', 'it', 'differ']",negative
2787, ugh  miser look day   degrees  where summer go ,"['ugh', 'miser', 'look', 'day', 'degrees', 'where', 'summer', 'go']",negative
2788,I bored  realli don t know do ,"['I', 'bored', 'realli', 'don', 't', 'know', 'do']",neutral
2789,woot   go girl,"['woot', 'go', 'girl']",neutral
2790,from twitterberri move ubertwitt   suffer BB cach error,"['from', 'twitterberri', 'move', 'ubertwitt', 'suffer', 'BB', 'cach', 'error']",neutral
2791,poetic   great going   keep come,"['poetic', 'great', 'going', 'keep', 'come']",neutral
2792,thank stephen  appreci,"['thank', 'stephen', 'appreci']",neutral
2793,total got hit one bar guests  Ha ha   yay me ,"['total', 'got', 'hit', 'one', 'bar', 'guests', 'Ha', 'ha', 'yay', 'me']",neutral
2794,hate happens  hope figur soon ,"['hate', 'happens', 'hope', 'figur', 'soon']",neutral
2795,we ll miss you  i m sad I didn t get meet,"['we', 'll', 'miss', 'you', 'i', 'm', 'sad', 'I', 'didn', 't', 'get', 'meet']",neutral
2796,complet excel dave matthew concert  jason mraz open   I heard  stay leave     crush  first time live,"['complet', 'excel', 'dave', 'matthew', 'concert', 'jason', 'mraz', 'open', 'I', 'heard', 'stay', 'leave', 'crush', 'first', 'time', 'live']",neutral
2797,spoke cultur racker castle  now time awesom mexican food  No drinking  antibiotics ,"['spoke', 'cultur', 'racker', 'castle', 'now', 'time', 'awesom', 'mexican', 'food', 'No', 'drinking', 'antibiotics']",negative
2798, twitz lol   hiiii yourself  mayb lay patron bottl water ,"['twitz', 'lol', 'hiiii', 'yourself', 'mayb', 'lay', 'patron', 'bottl', 'water']",neutral
2799,way home love long car rides ,"['way', 'home', 'love', 'long', 'car', 'rides']",neutral
2800,tiiiir cant sleep,"['tiiiir', 'cant', 'sleep']",negative
2801,greeeeeeaaaaatttttttt babe   It amazing ,"['greeeeeeaaaaatttttttt', 'babe', 'It', 'amazing']",positive
2802,not well it  definit hayfev,"['not', 'well', 'it', 'definit', 'hayfev']",neutral
2803,think recent job opportun hope get one  gettng readi church,"['think', 'recent', 'job', 'opportun', 'hope', 'get', 'one', 'gettng', 'readi', 'church']",neutral
2804,My poor littl mth old taken hospit yesterday  We syring feed home doesn t want drink ,"['My', 'poor', 'littl', 'mth', 'old', 'taken', 'hospit', 'yesterday', 'We', 'syring', 'feed', 'home', 'doesn', 't', 'want', 'drink']",neutral
2805, graverobber  graverobber  sometim I wonder I even bother    have fun tonight ,"['graverobber', 'graverobber', 'sometim', 'I', 'wonder', 'I', 'even', 'bother', 'have', 'fun', 'tonight']",negative
2806,So snl tonight  it  go hilari,"['So', 'snl', 'tonight', 'it', 'go', 'hilari']",neutral
2807,got see  favorit guy back long island head back citi tomorrow monday boyfriend   ,"['got', 'see', 'favorit', 'guy', 'back', 'long', 'island', 'head', 'back', 'citi', 'tomorrow', 'monday', 'boyfriend']",neutral
2808,tell yo mamma em axe durrin  said happi mother day ,"['tell', 'yo', 'mamma', 'em', 'axe', 'durrin', 'said', 'happi', 'mother', 'day']",neutral
2809,I don t want leave  ,"['I', 'don', 't', 'want', 'leave']",neutral
2810,   An hour sun turn blancmange  suck pale,"['An', 'hour', 'sun', 'turn', 'blancmange', 'suck', 'pale']",neutral
2811,aww  happi mother  day girlie  kingston lucki great mommy ,"['aww', 'happi', 'mother', 'day', 'girlie', 'kingston', 'lucki', 'great', 'mommy']",negative
2812,oh realli hope good one  I tri get attent that,"['oh', 'realli', 'hope', 'good', 'one', 'I', 'tri', 'get', 'attent', 'that']",neutral
2813,let check  sir,"['let', 'check', 'sir']",neutral
2814,bout knock out  feelin lil sick peac y all,"['bout', 'knock', 'out', 'feelin', 'lil', 'sick', 'peac', 'y', 'all']",neutral
2815,yay play scattegori random joel  may   sherman,"['yay', 'play', 'scattegori', 'random', 'joel', 'may', 'sherman']",neutral
2816,  corruptedangel god  really  really    christ,"['corruptedangel', 'god', 'really', 'really', 'christ']",neutral
2817,   ugh gross,"['ugh', 'gross']",negative
2818,know how ,"['know', 'how']",neutral
2819,like wat wat do         ha got i ll go  mushygushy       peac twitter dude got gushi gram  make,"['like', 'wat', 'wat', 'do', 'ha', 'got', 'i', 'll', 'go', 'mushygushy', 'peac', 'twitter', 'dude', 'got', 'gushi', 'gram', 'make']",neutral
2820,I need hug cuz garbag truck men keep drive next whistl Im work hard  graduate   ,"['I', 'need', 'hug', 'cuz', 'garbag', 'truck', 'men', 'keep', 'drive', 'next', 'whistl', 'Im', 'work', 'hard', 'graduate']",neutral
2821,that fantastic  thank,"['that', 'fantastic', 'thank']",neutral
2822, r one mine potenti winner I think  could quit easi code  I might sit,"['r', 'one', 'mine', 'potenti', 'winner', 'I', 'think', 'could', 'quit', 'easi', 'code', 'I', 'might', 'sit']",neutral
2823,  hour sleep last night bare function,"['hour', 'sleep', 'last', 'night', 'bare', 'function']",neutral
2824,thank you  usual learn happen I get littl rest review notes  which remind me  i d better get rest,"['thank', 'you', 'usual', 'learn', 'happen', 'I', 'get', 'littl', 'rest', 'review', 'notes', 'which', 'remind', 'me', 'i', 'd', 'better', 'get', 'rest']",neutral
2825,I hear it  scorcher back home   we v got cloud back studio  mayb we r lucki might get  song done day ,"['I', 'hear', 'it', 'scorcher', 'back', 'home', 'we', 'v', 'got', 'cloud', 'back', 'studio', 'mayb', 'we', 'r', 'lucki', 'might', 'get', 'song', 'done', 'day']",neutral
2826,technically    i havent realli gotten bed  think you r right i m gonna stay here ,"['technically', 'i', 'havent', 'realli', 'gotten', 'bed', 'think', 'you', 'r', 'right', 'i', 'm', 'gonna', 'stay', 'here']",positive
2827,yeah  i ll probabl  stop  all stori complet finished  that won t though  wide awake ,"['yeah', 'i', 'll', 'probabl', 'stop', 'all', 'stori', 'complet', 'finished', 'that', 'won', 't', 'though', 'wide', 'awake']",neutral
2828,nope  it  year sinc it  happen like this ,"['nope', 'it', 'year', 'sinc', 'it', 'happen', 'like', 'this']",positive
2829,tri twitter thing out  facebook final routin me  need figur twitter thing,"['tri', 'twitter', 'thing', 'out', 'facebook', 'final', 'routin', 'me', 'need', 'figur', 'twitter', 'thing']",negative
2830,see u next saturday with Mr,"['see', 'u', 'next', 'saturday', 'with', 'Mr']",neutral
2831,I miss terribl,"['I', 'miss', 'terribl']",neutral
2832,i ll creativ choos next alias  ad N front obvious stealthi enought ,"['i', 'll', 'creativ', 'choos', 'next', 'alias', 'ad', 'N', 'front', 'obvious', 'stealthi', 'enought']",neutral
2833, s tri repli back you  need follow DM   mani friend common short answer,"['s', 'tri', 'repli', 'back', 'you', 'need', 'follow', 'DM', 'mani', 'friend', 'common', 'short', 'answer']",neutral
2834,I bought leica m  charger arriv doa  call leica  got transfer around left vm  atleast RF isn t misaligned   ,"['I', 'bought', 'leica', 'm', 'charger', 'arriv', 'doa', 'call', 'leica', 'got', 'transfer', 'around', 'left', 'vm', 'atleast', 'RF', 'isn', 't', 'misaligned']",neutral
2835,Oh yeah camera clip problem void complet fix yay fiddl,"['Oh', 'yeah', 'camera', 'clip', 'problem', 'void', 'complet', 'fix', 'yay', 'fiddl']",neutral
2836,em  hahahahaha sri,"['em', 'hahahahaha', 'sri']",neutral
2837,got twilight board game today good old ebay  ,"['got', 'twilight', 'board', 'game', 'today', 'good', 'old', 'ebay']",neutral
2838, law power robert greene  it  littl bit much me  anyon interest copy  DM,"['law', 'power', 'robert', 'greene', 'it', 'littl', 'bit', 'much', 'me', 'anyon', 'interest', 'copy', 'DM']",neutral
2839,i m real boy goddamit               guh  apostro  feel sad  librari ladi think i m stupid  she  stupid  j,"['i', 'm', 'real', 'boy', 'goddamit', 'guh', 'apostro', 'feel', 'sad', 'librari', 'ladi', 'think', 'i', 'm', 'stupid', 'she', 'stupid', 'j']",neutral
2840,i v run earl grey  lemon tea instead  whb,"['i', 'v', 'run', 'earl', 'grey', 'lemon', 'tea', 'instead', 'whb']",positive
2841,final made qc   happi mother  day  got car  ,"['final', 'made', 'qc', 'happi', 'mother', 'day', 'got', 'car']",positive
2842,i m done  good nite,"['i', 'm', 'done', 'good', 'nite']",neutral
2843,one watch with  peep actual focus final already ,"['one', 'watch', 'with', 'peep', 'actual', 'focus', 'final', 'already']",negative
2844,Oh it  long I can t rememb,"['Oh', 'it', 'long', 'I', 'can', 't', 'rememb']",neutral
2845,download movi notori  cool  movi,"['download', 'movi', 'notori', 'cool', 'movi']",neutral
2846,want hang beth tenaya hubbi tonight    but jon want hang peopl,"['want', 'hang', 'beth', 'tenaya', 'hubbi', 'tonight', 'but', 'jon', 'want', 'hang', 'peopl']",neutral
2847,talk sarah lisa ,"['talk', 'sarah', 'lisa']",neutral
2848,tweeter mobil,"['tweeter', 'mobil']",negative
2849,hi  wake up  lazi all  you would proud me   here    btw  nice colour  burnt ,"['hi', 'wake', 'up', 'lazi', 'all', 'you', 'would', 'proud', 'me', 'here', 'btw', 'nice', 'colour', 'burnt']",negative
2850,seagul hate im utterli depress it  miss him ,"['seagul', 'hate', 'im', 'utterli', 'depress', 'it', 'miss', 'him']",neutral
2851,I want get super pretti want cig,"['I', 'want', 'get', 'super', 'pretti', 'want', 'cig']",neutral
2852,wasabi recov surgeri ,"['wasabi', 'recov', 'surgeri']",neutral
2853,omg  NO icecream,"['omg', 'NO', 'icecream']",negative
2854,Is go school  leav stuff ,"['Is', 'go', 'school', 'leav', 'stuff']",neutral
2855,have run  i ll later hope catch everyon I miss today  work web bear I miss lot ,"['have', 'run', 'i', 'll', 'later', 'hope', 'catch', 'everyon', 'I', 'miss', 'today', 'work', 'web', 'bear', 'I', 'miss', 'lot']",neutral
2856,gosh  watchin cosmet surgeri nightmar itv   aw,"['gosh', 'watchin', 'cosmet', 'surgeri', 'nightmar', 'itv', 'aw']",neutral
2857,ive pas drunk pas coupl hours  good go,"['ive', 'pas', 'drunk', 'pas', 'coupl', 'hours', 'good', 'go']",neutral
2858,grr  stupid meebo disconnect everi  second,"['grr', 'stupid', 'meebo', 'disconnect', 'everi', 'second']",neutral
2859,lmao    saw this  that sound hella good  I hair appt ,"['lmao', 'saw', 'this', 'that', 'sound', 'hella', 'good', 'I', 'hair', 'appt']",positive
2860,ooh  new bonker tomorrow  nearli forgot,"['ooh', 'new', 'bonker', 'tomorrow', 'nearli', 'forgot']",neutral
2861,i m sure    but   fan week wow me  I guess soon overtak malaysian page no  ,"['i', 'm', 'sure', 'but', 'fan', 'week', 'wow', 'me', 'I', 'guess', 'soon', 'overtak', 'malaysian', 'page', 'no']",neutral
2862,Im tire sick better sunday sing morn night,"['Im', 'tire', 'sick', 'better', 'sunday', 'sing', 'morn', 'night']",positive
2863,I love video Da funk daft punk,"['I', 'love', 'video', 'Da', 'funk', 'daft', 'punk']",negative
2864,how love,"['how', 'love']",neutral
2865,pack gym bag  off gym bit  squee  i m happiest whem i m go ,"['pack', 'gym', 'bag', 'off', 'gym', 'bit', 'squee', 'i', 'm', 'happiest', 'whem', 'i', 'm', 'go']",negative
2866,happi mother day mommi love much  dono id without   ,"['happi', 'mother', 'day', 'mommi', 'love', 'much', 'dono', 'id', 'without']",neutral
2867,homework   studi guid,"['homework', 'studi', 'guid']",neutral
2868,grrr hate make careless mistak doc give partner,"['grrr', 'hate', 'make', 'careless', 'mistak', 'doc', 'give', 'partner']",neutral
2869,At least he  breakthrough perform tho  I want nomin categori,"['At', 'least', 'he', 'breakthrough', 'perform', 'tho', 'I', 'want', 'nomin', 'categori']",neutral
2870,the d version Up sold regular version is ,"['the', 'd', 'version', 'Up', 'sold', 'regular', 'version', 'is']",neutral
2871,and it  gone ,"['and', 'it', 'gone']",neutral
2872, rugged man hi vishal,"['rugged', 'man', 'hi', 'vishal']",neutral
2873,finally   now I again  I use internet explorer  firefox issu back normal tweeting ,"['finally', 'now', 'I', 'again', 'I', 'use', 'internet', 'explorer', 'firefox', 'issu', 'back', 'normal', 'tweeting']",neutral
2874,it  friday work weekend,"['it', 'friday', 'work', 'weekend']",neutral
2875,feel butterfli today studi studi studi contracts  gonna ace this  write on competit journals ,"['feel', 'butterfli', 'today', 'studi', 'studi', 'studi', 'contracts', 'gonna', 'ace', 'this', 'write', 'on', 'competit', 'journals']",positive
2876,now come fun part becaus find offer per countri live outsid us  chang quit tiny ,"['now', 'come', 'fun', 'part', 'becaus', 'find', 'offer', 'per', 'countri', 'live', 'outsid', 'us', 'chang', 'quit', 'tiny']",neutral
2877,watch ye man  good ,"['watch', 'ye', 'man', 'good']",neutral
2878,forgot word start cri stop sing carri cri stop,"['forgot', 'word', 'start', 'cri', 'stop', 'sing', 'carri', 'cri', 'stop']",neutral
2879,hey sherri    don t give b c they r married  may brother friend ,"['hey', 'sherri', 'don', 't', 'give', 'b', 'c', 'they', 'r', 'married', 'may', 'brother', 'friend']",neutral
2880,sorry  just think     hr till  day off ,"['sorry', 'just', 'think', 'hr', 'till', 'day', 'off']",neutral
2881,I can t  i m ipod doesn t IM,"['I', 'can', 't', 'i', 'm', 'ipod', 'doesn', 't', 'IM']",positive
2882,okay    thought  get sick    nope    hahaha phew   sri mike lol   hope get better soon  ,"['okay', 'thought', 'get', 'sick', 'nope', 'hahaha', 'phew', 'sri', 'mike', 'lol', 'hope', 'get', 'better', 'soon']",neutral
2883,grrrr youtub wont let watch chat,"['grrrr', 'youtub', 'wont', 'let', 'watch', 'chat']",neutral
2884,well propel peopl chang direction  No point wast day someth lost passion for ,"['well', 'propel', 'peopl', 'chang', 'direction', 'No', 'point', 'wast', 'day', 'someth', 'lost', 'passion', 'for']",neutral
2885,hour fifteen drive  just left  bore ate half food alreadi,"['hour', 'fifteen', 'drive', 'just', 'left', 'bore', 'ate', 'half', 'food', 'alreadi']",neutral
2886,contempl get hair cut sever anxieti it    ,"['contempl', 'get', 'hair', 'cut', 'sever', 'anxieti', 'it']",neutral
2887,seriously         addict talk peopl haha  love don t care  can t tell otherwise  jerk ,"['seriously', 'addict', 'talk', 'peopl', 'haha', 'love', 'don', 't', 'care', 'can', 't', 'tell', 'otherwise', 'jerk']",neutral
2888,excitement   new follow overnight  sadness   ad bots ,"['excitement', 'new', 'follow', 'overnight', 'sadness', 'ad', 'bots']",neutral
2889,sorri demi  read post attend bgt  Im sure support SB help tho world without pap plzz,"['sorri', 'demi', 'read', 'post', 'attend', 'bgt', 'Im', 'sure', 'support', 'SB', 'help', 'tho', 'world', 'without', 'pap', 'plzz']",negative
2890,wish could go meet middl tomorrow ,"['wish', 'could', 'go', 'meet', 'middl', 'tomorrow']",neutral
2891,pauli wallli   made life      happi hell love x repli back,"['pauli', 'wallli', 'made', 'life', 'happi', 'hell', 'love', 'x', 'repli', 'back']",positive
2892,lovin         bailon soooo much right now ,"['lovin', 'bailon', 'soooo', 'much', 'right', 'now']",neutral
2893,bye la    I alreadi miss,"['bye', 'la', 'I', 'alreadi', 'miss']",neutral
2894,haha dork    that sound yummi    share ,"['haha', 'dork', 'that', 'sound', 'yummi', 'share']",neutral
2895,ahhh think leg burnt hurt,"['ahhh', 'think', 'leg', 'burnt', 'hurt']",neutral
2896,it  trashi sensationalist   so ye,"['it', 'trashi', 'sensationalist', 'so', 'ye']",neutral
2897,hahaha ur gonna tweet     I awok  night haha man concert suck  cali  da place ,"['hahaha', 'ur', 'gonna', 'tweet', 'I', 'awok', 'night', 'haha', 'man', 'concert', 'suck', 'cali', 'da', 'place']",neutral
2898,happi star war day,"['happi', 'star', 'war', 'day']",negative
2899,thank for the follow ,"['thank', 'for', 'the', 'follow']",neutral
2900,   love the jumper,"['love', 'the', 'jumper']",neutral
2901,Oh fml prob gunna shepard bush hate,"['Oh', 'fml', 'prob', 'gunna', 'shepard', 'bush', 'hate']",neutral
2902,unfortunatly  start make way home via singapor gig too  fun ain t yet   ,"['unfortunatly', 'start', 'make', 'way', 'home', 'via', 'singapor', 'gig', 'too', 'fun', 'ain', 't', 'yet']",negative
2903,wish sun lolli get addict flavour ,"['wish', 'sun', 'lolli', 'get', 'addict', 'flavour']",neutral
2904,i m saddo  haha  but actual make realli happy  warren dead though,"['i', 'm', 'saddo', 'haha', 'but', 'actual', 'make', 'realli', 'happy', 'warren', 'dead', 'though']",neutral
2905,need anoth kiss attack  ,"['need', 'anoth', 'kiss', 'attack']",negative
2906,hehe  I almost hear right ear can yet ,"['hehe', 'I', 'almost', 'hear', 'right', 'ear', 'can', 'yet']",neutral
2907,nku   I get app all ,"['nku', 'I', 'get', 'app', 'all']",neutral
2908,saw whole lot stuff africa joy casterbridg farm  white river mpumalanga wa quit thrill see ur stuff,"['saw', 'whole', 'lot', 'stuff', 'africa', 'joy', 'casterbridg', 'farm', 'white', 'river', 'mpumalanga', 'wa', 'quit', 'thrill', 'see', 'ur', 'stuff']",neutral
2909, mom email   it ll porch anytime  If come tomorrow  we ll miss you  don t worri knocking ,"['mom', 'email', 'it', 'll', 'porch', 'anytime', 'If', 'come', 'tomorrow', 'we', 'll', 'miss', 'you', 'don', 't', 'worri', 'knocking']",neutral
2910,tweetioi class real problem  taylor ,"['tweetioi', 'class', 'real', 'problem', 'taylor']",neutral
2911,hey hunni u   I miss talkin u  Ty follow,"['hey', 'hunni', 'u', 'I', 'miss', 'talkin', 'u', 'Ty', 'follow']",positive
2912,I think i m broke again    ,"['I', 'think', 'i', 'm', 'broke', 'again']",neutral
2913,   the result work green black fingers   ,"['the', 'result', 'work', 'green', 'black', 'fingers']",neutral
2914,maaaaan  I spent hour project work  comput bork crash lost,"['maaaaan', 'I', 'spent', 'hour', 'project', 'work', 'comput', 'bork', 'crash', 'lost']",neutral
2915,made decis stick although i m realli sure it  right one,"['made', 'decis', 'stick', 'although', 'i', 'm', 'realli', 'sure', 'it', 'right', 'one']",positive
2916,ahhhhh process shipment sooooooo much     ,"['ahhhhh', 'process', 'shipment', 'sooooooo', 'much']",negative
2917,I can t find hope didn t get eaten anyth last night   h jump deck wont stay safe  sigh ,"['I', 'can', 't', 'find', 'hope', 'didn', 't', 'get', 'eaten', 'anyth', 'last', 'night', 'h', 'jump', 'deck', 'wont', 'stay', 'safe', 'sigh']",neutral
2918,poor babi girl poorli x,"['poor', 'babi', 'girl', 'poorli', 'x']",neutral
2919,whooo baby  good luck,"['whooo', 'baby', 'good', 'luck']",negative
2920, d aaaww   that  good know  i m glad jame great We love guys  kiss venezuela ,"['d', 'aaaww', 'that', 'good', 'know', 'i', 'm', 'glad', 'jame', 'great', 'We', 'love', 'guys', 'kiss', 'venezuela']",positive
2921,doe  real detroit weekly  website     oh horror  horror,"['doe', 'real', 'detroit', 'weekly', 'website', 'oh', 'horror', 'horror']",neutral
2922,Is go line rest day  made progress game weekend  may like again ,"['Is', 'go', 'line', 'rest', 'day', 'made', 'progress', 'game', 'weekend', 'may', 'like', 'again']",positive
2923,omgod i m soooo tire I don t think I energi film today lol,"['omgod', 'i', 'm', 'soooo', 'tire', 'I', 'don', 't', 'think', 'I', 'energi', 'film', 'today', 'lol']",positive
2924,mine  twpp  shadez,"['mine', 'twpp', 'shadez']",neutral
2925,write essay colleg write bore,"['write', 'essay', 'colleg', 'write', 'bore']",neutral
2926,just heard good vibrat thought charli die lost,"['just', 'heard', 'good', 'vibrat', 'thought', 'charli', 'die', 'lost']",neutral
2927,I surpris haven t fire announc whole world bodi they d found  selfish ,"['I', 'surpris', 'haven', 't', 'fire', 'announc', 'whole', 'world', 'bodi', 'they', 'd', 'found', 'selfish']",negative
2928,haha  see    go  wear blue    heey  ur watch jonas  hahaha   haven t watch ep yet   hope show soon  p,"['haha', 'see', 'go', 'wear', 'blue', 'heey', 'ur', 'watch', 'jonas', 'hahaha', 'haven', 't', 'watch', 'ep', 'yet', 'hope', 'show', 'soon', 'p']",neutral
2929,it d nice soon we ll pay tweet,"['it', 'd', 'nice', 'soon', 'we', 'll', 'pay', 'tweet']",neutral
2930,win trip america  plea repli xo,"['win', 'trip', 'america', 'plea', 'repli', 'xo']",neutral
2931,hahaha  ye I am  lil jon freakin jizzle  U know I name st puppi u  lil jizzle   remember  lol   xoxox,"['hahaha', 'ye', 'I', 'am', 'lil', 'jon', 'freakin', 'jizzle', 'U', 'know', 'I', 'name', 'st', 'puppi', 'u', 'lil', 'jizzle', 'remember', 'lol', 'xoxox']",neutral
2932,wonder karma point turn    ,"['wonder', 'karma', 'point', 'turn']",neutral
2933,the sun shine have great day,"['the', 'sun', 'shine', 'have', 'great', 'day']",negative
2934,chaz  daili happenings    watch e r instead dvd  end era     the sun out  wooo     ,"['chaz', 'daili', 'happenings', 'watch', 'e', 'r', 'instead', 'dvd', 'end', 'era', 'the', 'sun', 'out', 'wooo']",positive
2935,hahaha  that  cool pic sal made daniel you  lol ,"['hahaha', 'that', 'cool', 'pic', 'sal', 'made', 'daniel', 'you', 'lol']",positive
2936,your sweeti lucki too   liberti,"['your', 'sweeti', 'lucki', 'too', 'liberti']",neutral
2937,anyon super nintendo control want sell me  mine broke ,"['anyon', 'super', 'nintendo', 'control', 'want', 'sell', 'me', 'mine', 'broke']",neutral
2938,go mid valley la      haha  never mind la  don t wanna go anyway,"['go', 'mid', 'valley', 'la', 'haha', 'never', 'mind', 'la', 'don', 't', 'wanna', 'go', 'anyway']",neutral
2939,attempt sleep  My puppi sick alreadi,"['attempt', 'sleep', 'My', 'puppi', 'sick', 'alreadi']",negative
2940,want see that  enjoy it ,"['want', 'see', 'that', 'enjoy', 'it']",neutral
2941,hah   final got home   ,"['hah', 'final', 'got', 'home']",neutral
2942,sick doctor wait room,"['sick', 'doctor', 'wait', 'room']",neutral
2943,whi drive make it  ahh margarita best  ,"['whi', 'drive', 'make', 'it', 'ahh', 'margarita', 'best']",neutral
2944,omg wow I hope everyth ok,"['omg', 'wow', 'I', 'hope', 'everyth', 'ok']",neutral
2945,lazi day  stay foot much possible ,"['lazi', 'day', 'stay', 'foot', 'much', 'possible']",positive
2946, thingsmummysaid you result broken condom ,"['thingsmummysaid', 'you', 'result', 'broken', 'condom']",neutral
2947,oh okay cool  love fast furiou can t wait see new one,"['oh', 'okay', 'cool', 'love', 'fast', 'furiou', 'can', 't', 'wait', 'see', 'new', 'one']",negative
2948,So yeah  thing aren t go well me  i m get feel like I haven t felt long  long time ,"['So', 'yeah', 'thing', 'aren', 't', 'go', 'well', 'me', 'i', 'm', 'get', 'feel', 'like', 'I', 'haven', 't', 'felt', 'long', 'long', 'time']",neutral
2949,yes   reprieve   one paper push back friday  that leav three page due  pm    even problem ,"['yes', 'reprieve', 'one', 'paper', 'push', 'back', 'friday', 'that', 'leav', 'three', 'page', 'due', 'pm', 'even', 'problem']",neutral
2950,spend qualiti time fender tele deluxe   tru love,"['spend', 'qualiti', 'time', 'fender', 'tele', 'deluxe', 'tru', 'love']",positive
2951,hmm icecream breakfast  springtim,"['hmm', 'icecream', 'breakfast', 'springtim']",neutral
2952,wish I could seen nephew graduat kindergarten ,"['wish', 'I', 'could', 'seen', 'nephew', 'graduat', 'kindergarten']",neutral
2953, L u much see u school todaay ,"['L', 'u', 'much', 'see', 'u', 'school', 'todaay']",neutral
2954,britain  got tortur   edelcries   ,"['britain', 'got', 'tortur', 'edelcries']",neutral
2955,suzi,['suzi'],neutral
2956,it  amaz dvd i ll put netflix list base trash potenti inher titl,"['it', 'amaz', 'dvd', 'i', 'll', 'put', 'netflix', 'list', 'base', 'trash', 'potenti', 'inher', 'titl']",positive
